network,column,source,activity,dataset,donor,disease,tissue,subtype,n_cells
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,1.1338960619088723,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,0.24350661996126774,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,0.7638556541975736,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,-0.0715568110520184,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,-1.4484710839237316,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,0.21908153404287883,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,-0.6142285336980353,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,0.09502378331847584,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,0.8078667125879633,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,VEGF,0.4169482778067442,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,WNT,-1.4648625267541422,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,WNT,-1.9133956893690618,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,WNT,-0.35847646295874463,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,WNT,-0.6748530804993209,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,WNT,-3.4253885870046874,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,WNT,-0.9488745014572681,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,WNT,-1.0079029076886177,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,WNT,-1.1907238658461101,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,WNT,-5.4847556273926585,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,WNT,-0.8440685699119789,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,WNT,-1.5874220014203837,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,WNT,0.5830585665280636,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,WNT,0.6550801573863019,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,WNT,-0.015480567235583173,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,WNT,-0.21667154940105585,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,WNT,-1.5098156383594081,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,WNT,2.5620937398290065,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,WNT,2.4955906437304898,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,WNT,1.2292712908806323,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,WNT,0.7301618731846427,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,WNT,-0.5951158110068546,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,WNT,-0.9159419173566449,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,WNT,-0.16907720048166755,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,WNT,0.9248575488017758,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,WNT,1.4935992477098357,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,WNT,1.9713058885906516,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,WNT,2.5925766861106436,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,WNT,3.297948252786215,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,WNT,3.787282608605939,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,HCIT01|Healthy|Inferior_turbinate|Serous_glandular,p53,-1.6025061174939366,GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441
PROGENy,HCIT02|Healthy|Inferior_turbinate|Serous_glandular,p53,-0.796389703584323,GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070
PROGENy,CRSIT12|CRSwNP|Inferior_turbinate|Serous_glandular,p53,3.290838340422518,GSE276503,CRSIT12,CRSwNP,Inferior_turbinate,Serous_glandular,1298
PROGENy,CRSIT13|CRSwNP|Inferior_turbinate|Serous_glandular,p53,0.6927962486775774,GSE276503,CRSIT13,CRSwNP,Inferior_turbinate,Serous_glandular,1087
PROGENy,CRSIT16|CRSwNP|Inferior_turbinate|Serous_glandular,p53,0.14847899109178775,GSE276503,CRSIT16,CRSwNP,Inferior_turbinate,Serous_glandular,1114
PROGENy,CRSIT17|CRSwNP|Inferior_turbinate|Serous_glandular,p53,-1.193932122447237,GSE276503,CRSIT17,CRSwNP,Inferior_turbinate,Serous_glandular,1710
PROGENy,CRSIT18|CRSwNP|Inferior_turbinate|Serous_glandular,p53,-1.3568480276949613,GSE276503,CRSIT18,CRSwNP,Inferior_turbinate,Serous_glandular,1490
PROGENy,CRSIT19|CRSwNP|Inferior_turbinate|Serous_glandular,p53,0.27253236842374073,GSE276503,CRSIT19,CRSwNP,Inferior_turbinate,Serous_glandular,986
PROGENy,CRSMT21|CRSwNP|Middle_turbinate|Serous_glandular,p53,-0.4590994079661981,GSE276503,CRSMT21,CRSwNP,Middle_turbinate,Serous_glandular,3383
PROGENy,CRSMT23|CRSwNP|Middle_turbinate|Serous_glandular,p53,-1.39851957750971,GSE276503,CRSMT23,CRSwNP,Middle_turbinate,Serous_glandular,192
PROGENy,CRSMT24|CRSwNP|Middle_turbinate|Serous_glandular,p53,0.929345126987128,GSE276503,CRSMT24,CRSwNP,Middle_turbinate,Serous_glandular,111
PROGENy,CRSMT25|CRSwNP|Middle_turbinate|Serous_glandular,p53,-1.4574463830060134,GSE276503,CRSMT25,CRSwNP,Middle_turbinate,Serous_glandular,2557
PROGENy,CRSMT26|CRSwNP|Middle_turbinate|Serous_glandular,p53,-1.879387322549347,GSE276503,CRSMT26,CRSwNP,Middle_turbinate,Serous_glandular,2078
PROGENy,CRSMT27|CRSwNP|Middle_turbinate|Serous_glandular,p53,-2.2060478440973776,GSE276503,CRSMT27,CRSwNP,Middle_turbinate,Serous_glandular,2002
PROGENy,CRSNP31|CRSwNP|Nasal_polyp|Serous_glandular,p53,-0.24855049383448508,GSE276503,CRSNP31,CRSwNP,Nasal_polyp,Serous_glandular,546
PROGENy,CRSNP32|CRSwNP|Nasal_polyp|Serous_glandular,p53,1.5351064126614529,GSE276503,CRSNP32,CRSwNP,Nasal_polyp,Serous_glandular,436
PROGENy,CRSNP33|CRSwNP|Nasal_polyp|Serous_glandular,p53,-0.44513057694307523,GSE276503,CRSNP33,CRSwNP,Nasal_polyp,Serous_glandular,524
PROGENy,CRSNP34|CRSwNP|Nasal_polyp|Serous_glandular,p53,0.34893735462266595,GSE276503,CRSNP34,CRSwNP,Nasal_polyp,Serous_glandular,537
PROGENy,CRSNP35|CRSwNP|Nasal_polyp|Serous_glandular,p53,1.369143361075923,GSE276503,CRSNP35,CRSwNP,Nasal_polyp,Serous_glandular,252
PROGENy,CRSNP36|CRSwNP|Nasal_polyp|Serous_glandular,p53,1.8001402141635616,GSE276503,CRSNP36,CRSwNP,Nasal_polyp,Serous_glandular,253
PROGENy,CRSNP37|CRSwNP|Nasal_polyp|Serous_glandular,p53,3.121367598211187,GSE276503,CRSNP37,CRSwNP,Nasal_polyp,Serous_glandular,551
PROGENy,CRSNP38|CRSwNP|Nasal_polyp|Serous_glandular,p53,1.7413751681255607,GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810
PROGENy,CRSNP39|CRSwNP|Nasal_polyp|Serous_glandular,p53,1.9118453901902217,GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113
PROGENy,CRSNP40|CRSwNP|Nasal_polyp|Serous_glandular,p53,-3.745247879116091,GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127
PROGENy,CRSNP41|CRSwNP|Nasal_polyp|Serous_glandular,p53,2.0788576360696744,GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497
PROGENy,CRSNP42|CRSwNP|Nasal_polyp|Serous_glandular,p53,2.748210679518,GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531
PROGENy,CRSNP43|CRSwNP|Nasal_polyp|Serous_glandular,p53,-2.262365797519463,GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557
PROGENy,CRSNP44|CRSwNP|Nasal_polyp|Serous_glandular,p53,-3.1593274996609035,GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508
PROGENy,CRSNP45|CRSwNP|Nasal_polyp|Serous_glandular,p53,0.22182386318226704,GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537
