paired_top_ranked_percentage,external_top_ranked_percentage,direction,overlap_p_value,minus_log10_p,p_value_underflow
11.5441890579476,37.1835545483975,Concordant decreases,8.467424803925568e-74,73.0722486514752,False
11.5441890579476,38.6079637423114,Concordant decreases,1.0262786270001021e-70,69.9887347155,False
11.5441890579476,40.0323729362253,Concordant decreases,4.0730554247762376e-72,71.3900796801397,False
11.5441890579476,41.4567821301392,Concordant decreases,1.7507154977817606e-70,69.7567844237523,False
11.5441890579476,42.8811913240531,Concordant decreases,8.048994268145939e-68,67.0942583818783,False
11.5441890579476,44.305600517967,Concordant decreases,1.8796967358966684e-66,65.7259122127313,False
11.5441890579476,45.7300097118809,Concordant decreases,5.828842821994173e-66,65.2344176555162,False
11.5441890579476,47.1544189057948,Concordant decreases,1.12048229713754e-63,62.9505950006338,False
11.5441890579476,48.5788280997086,Concordant decreases,1.617948274572159e-61,60.7910353667948,False
11.5441890579476,49.9967627063775,Concordant decreases,6.985884746117922e-60,59.1557785836766,False
12.9685982518614,2.99773389446423,Concordant decreases,1.7709366093725225e-74,73.7517969840908,False
12.9685982518614,4.42214308837812,Concordant decreases,3.823764538827129e-81,80.4175088587172,False
12.9685982518614,5.846552282292,Concordant decreases,1.8858912950375296e-83,82.7244833441151,False
12.9685982518614,7.27096147620589,Concordant decreases,1.224600635149547e-87,86.9120055196497,False
12.9685982518614,8.69537067011978,Concordant decreases,1.538579664085963e-90,89.8128800120735,False
12.9685982518614,10.1197798640337,Concordant decreases,1.2394136532865727e-92,91.906783724005,False
12.9685982518614,11.5441890579476,Concordant decreases,4.481082217916309e-91,90.3486170876737,False
12.9685982518614,12.9685982518614,Concordant decreases,2.9665405915887112e-96,95.5277497047739,False
12.9685982518614,14.3930074457753,Concordant decreases,5.006507292656151e-96,95.3004651468894,False
12.9685982518614,15.8174166396892,Concordant decreases,7.860620161864115e-95,94.1045431890432,False
12.9685982518614,17.2418258336031,Concordant decreases,3.52245552167195e-93,92.4531544820552,False
12.9685982518614,18.666235027517,Concordant decreases,7.012437272790203e-96,95.1541310105419,False
12.9685982518614,20.0906442214309,Concordant decreases,1.478392615249764e-94,93.8302102154721,False
12.9685982518614,21.5150534153448,Concordant decreases,2.2428205435951337e-90,89.649205474542,False
12.9685982518614,22.9394626092587,Concordant decreases,5.3533919383100125e-93,92.2713709594161,False
12.9685982518614,24.3638718031725,Concordant decreases,7.3193057258317495e-96,95.1355301120755,False
12.9685982518614,25.7882809970864,Concordant decreases,5.974870516615889e-94,93.2236715020164,False
12.9685982518614,27.2126901910003,Concordant decreases,1.0319420161587379e-97,96.9863447046175,False
12.9685982518614,28.6370993849142,Concordant decreases,2.8524655373243696e-96,95.5447795939002,False
12.9685982518614,30.0615085788281,Concordant decreases,5.262983159554785e-92,91.278768019632,False
12.9685982518614,31.485917772742,Concordant decreases,4.4450459361476306e-88,87.3521237465695,False
12.9685982518614,32.9103269666559,Concordant decreases,1.8768564178173341e-84,83.7265689502528,False
12.9685982518614,34.3347361605698,Concordant decreases,1.0258686736613762e-82,81.9889082317726,False
12.9685982518614,35.7591453544836,Concordant decreases,1.791567422583148e-86,85.7467668432585,False
12.9685982518614,37.1835545483975,Concordant decreases,2.1201771493315884e-83,82.6736278505038,False
12.9685982518614,38.6079637423114,Concordant decreases,3.864350424563977e-80,79.4129234980552,False
12.9685982518614,40.0323729362253,Concordant decreases,1.2174473611819357e-80,79.9145498073145,False
12.9685982518614,41.4567821301392,Concordant decreases,6.820223752513235e-79,78.1662013771195,False
12.9685982518614,42.8811913240531,Concordant decreases,2.720322480022486e-77,76.5653796095714,False
12.9685982518614,44.305600517967,Concordant decreases,3.2166908379072e-76,75.4925906779364,False
12.9685982518614,45.7300097118809,Concordant decreases,2.8379862305564416e-75,74.546989715999,False
12.9685982518614,47.1544189057948,Concordant decreases,6.620240961665654e-73,72.1791262029444,False
12.9685982518614,48.5788280997086,Concordant decreases,6.439248126856955e-70,69.191164839693,False
12.9685982518614,49.9967627063775,Concordant decreases,7.199741838896338e-68,67.1426830757844,False
14.3930074457753,2.99773389446423,Concordant decreases,4.803617038959551e-72,71.3184316233541,False
14.3930074457753,4.42214308837812,Concordant decreases,3.850914975006111e-77,76.4144360701317,False
