library,direction,term,overlap,query_size,term_size,p,genes,fdr
GO_BP_2025,up,Sensory Perception of Chemical Stimulus (GO:0007606),4,2300,12,0.09016351025510018,BBS4;C5AR1;GNAL;ITPR3,0.9999999989852337
GO_BP_2025,up,Protein Polymerization (GO:0051258),11,2300,48,0.09150314672152375,ARL6;CATIP;GPX4;GSN;MICALL2;MSRB1;RNF135;TPPP3;TRIM32;UBE2C;WASHC3,0.9999999989852337
GO_BP_2025,up,Embryonic Heart Tube Morphogenesis (GO:0003143),7,2300,27,0.09543781795506269,BBS5;CCDC39;CCDC40;DNAAF1;MEGF8;MESP1;STIL,0.9999999989852337
GO_BP_2025,up,Heme Metabolic Process (GO:0042168),7,2300,27,0.09543781795506269,ABCC1;ALAS1;ATP5IF1;BDH2;BLVRA;HPX;PPOX,0.9999999989852337
GO_BP_2025,up,Melanosome Localization (GO:0032400),5,2300,17,0.09619508341839647,BBS2;BBS5;MREG;RAB11A;VPS33A,0.9999999989852337
GO_BP_2025,up,Membrane Lipid Catabolic Process (GO:0046466),5,2300,17,0.09619508341839647,ALDH3B1;ALDH3B2;NAGA;SGPP2;SMPD2,0.9999999989852337
GO_BP_2025,up,Peroxisomal Membrane Transport (GO:0015919),5,2300,17,0.09619508341839647,PEX16;PEX19;PEX6;TRIM37;ZNF260,0.9999999989852337
GO_BP_2025,up,Regulation of Centriole Replication (GO:0046599),5,2300,17,0.09619508341839647,BRCA1;MDM1;PLK4;STIL;TRIM37,0.9999999989852337
GO_BP_2025,up,Regulation of Myotube Differentiation (GO:0010830),5,2300,17,0.09619508341839647,BDNF;CEACAM5;HDAC9;MAPK14;RBM24,0.9999999989852337
GO_BP_2025,up,Mitotic Metaphase Chromosome Alignment (GO:0007080),12,2300,54,0.09688732154490087,BECN1;CCNB1;CDT1;CHMP5;EML3;NUF2;PDCD6IP;PSRC1;RAB11A;SKA2;SKA3;TTK,0.9999999989852337
GO_BP_2025,up,Mismatch Repair (GO:0006298),6,2300,22,0.09707857659697376,MSH3;PCNA;PMS1;POLD3;RPA3;TP73,0.9999999989852337
GO_BP_2025,up,Postreplication Repair (GO:0006301),6,2300,22,0.09707857659697376,BRCA1;DTL;FAAP20;PCNA;POLI;UBE2V2,0.9999999989852337
GO_BP_2025,up,Endothelial Cell Migration (GO:0043542),9,2300,38,0.1018258609277111,EMP2;GIPC1;PIGU;PLEKHG5;PRKX;PRSS3;PXDN;S100A8;S100P,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Innate Immune Response (GO:0045824),11,2300,49,0.10288935274912614,DHX58;DTX4;EIF4E2;IRAK3;NMI;OAS1;OAS3;PTPN6;SAMHD1;TRAFD1;USP18,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Protein Localization to Cell Periphery (GO:1904377),11,2300,49,0.10288935274912614,ARHGEF16;ATP2B4;CIB1;CNPY4;EFCAB7;GPSM2;ITGA3;PLS1;PTPN9;RANGRF;VPS35,0.9999999989852337
GO_BP_2025,up,Cytoskeleton-Dependent Cytokinesis (GO:0061640),14,2300,66,0.1049992050560714,ANLN;ARL3;BBS4;ECT2;EFHC1;KIF20A;KIF23;KIF4A;PDCD6IP;PLK1;RACGAP1;SNX33;SPIRE2;SYNGAP1,0.9999999989852337
GO_BP_2025,up,Regulation of G2/M Transition of Mitotic Cell Cycle (GO:0010389),8,2300,33,0.10693686411263188,CCNB1;CDC25A;CDK1;DTL;RAB11A;RCC2;RRM2B;STOX1,0.9999999989852337
GO_BP_2025,up,Regulation of Cell Division (GO:0051302),15,2300,72,0.10803023484822415,BBS4;BCL2L1;BECN1;CALM3;CETN2;CIB1;EFHC1;ENTR1;KAT14;KIF20A;KLHL13;PLK1;PRDM15;RAB11A;RAB11FIP4,0.9999999989852337
GO_BP_2025,up,B Cell Receptor Signaling Pathway (GO:0050853),7,2300,28,0.11169467191702642,BLNK;BMX;CD19;CD38;NCKAP1L;PLCG2;SYK,0.9999999989852337
GO_BP_2025,up,Establishment of Mitotic Spindle Orientation (GO:0000132),7,2300,28,0.11169467191702642,DYNLT1;ENKD1;GPSM2;MAD2L1;MISP;NDE1;PLK1,0.9999999989852337
GO_BP_2025,up,Regulation of Insulin Secretion (GO:0050796),13,2300,61,0.11210131815928774,ADRA2A;ALOX5;BAD;CAPN10;DOC2B;EIPR1;GIPR;INHBB;IRS1;NNAT;RFX3;SRI;STXBP4,0.9999999989852337
GO_BP_2025,up,Cytoplasmic Microtubule Organization (GO:0031122),11,2300,50,0.1150681922708557,CCDC13;CCDC88C;CEP126;CIB1;KATNAL2;LIMK2;RAB11A;STMN3;TBCB;TUBGCP2;WDR73,0.9999999989852337
GO_BP_2025,up,Cell-Cell Adhesion Mediated by Cadherin (GO:0044331),4,2300,13,0.11550354242964053,CDH2;CDH24;CDH26;CDHR3,0.9999999989852337
GO_BP_2025,up,Homologous Chromosome Pairing at Meiosis (GO:0007129),4,2300,13,0.11550354242964053,PSMC3IP;SYCE3;TRIP13;ZCWPW1,0.9999999989852337
GO_BP_2025,up,Mitotic Recombination (GO:0006312),4,2300,13,0.11550354242964053,MSH3;RAD51D;RAD54B;XRCC3,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Protein Tyrosine Kinase Activity (GO:0061099),4,2300,13,0.11550354242964053,MVP;SRCIN1;TSG101;VPS25,0.9999999989852337
GO_BP_2025,up,Neuron Maturation (GO:0042551),4,2300,13,0.11550354242964053,ANKS1A;B4GALT5;C1QA;C3,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Exosomal Secretion (GO:1903543),4,2300,13,0.11550354242964053,PDCD6IP;SDC1;SMPD3;TSG101,0.9999999989852337
GO_BP_2025,up,Regulation of Peptidase Activity (GO:0052547),4,2300,13,0.11550354242964053,CSTA;CSTB;EPPIN;SVBP,0.9999999989852337
GO_BP_2025,up,Regulation of Response to Oxidative Stress (GO:1902882),4,2300,13,0.11550354242964053,ALOX5;RBX1;SLC25A14;STOX1,0.9999999989852337
GO_BP_2025,up,Adherens Junction Organization (GO:0034332),6,2300,23,0.11559169732651876,CDH2;CDH24;CDH26;CDHR3;CSK;MTSS1,0.9999999989852337
GO_BP_2025,up,Regulation of Actin Polymerization or Depolymerization (GO:0008064),6,2300,23,0.11559169732651876,ARHGAP28;BRK1;COTL1;NAA80;PFN2;SYNGAP1,0.9999999989852337
GO_BP_2025,up,Recombinational Repair (GO:0000725),19,2300,96,0.11559611129796227,ARTN;ASTE1;BRCA1;ERCC4;PPP4C;RAD51AP1;RAD51D;RAD54B;RECQL5;RFWD3;RMI1;RMI2;RPA3;SAMHD1;SEM1;SWSAP1;UHRF1;XRCC3;ZMYND8,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Response to Biotic Stimulus (GO:0002832),9,2300,39,0.11577810925618359,DHX58;DTX4;IRAK3;NMI;PTPN6;RNF26;SIGIRR;TRAF3IP1;TRAFD1,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Rho Protein Signal Transduction (GO:0035024),5,2300,18,0.11761204580016905,CCDC125;ITGA3;RASIP1;RIPOR2;SCAI,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060339),5,2300,18,0.11761204580016905,EIF4E2;OAS1;OAS3;SAMHD1;USP18,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Neutrophil Migration (GO:1902624),5,2300,18,0.11761204580016905,CAMK1D;MOSPD2;NCKAP1L;RAC2;RIPOR2,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Neuron Projection Development (GO:0010976),15,2300,73,0.11820164075134695,BDNF;BMP7;CAMK1D;CAPRIN1;DPYSL3;FBXO38;LRP8;LTK;NPTN;NTRK2;P3H1;PLXNB2;PTK2B;STYXL1;TUBB2B,0.9999999989852337
GO_BP_2025,up,Epithelial Cell Differentiation (GO:0030855),17,2300,85,0.12219142169641672,ACD;ANXA4;BASP1;BDH2;CBR1;CDK1;DHRS9;DNPH1;E2F7;MESP1;OVOL2;PCNA;PGK1;PROX1;TGFB2;UPK1B;ZDHHC7,0.9999999989852337
GO_BP_2025,up,Inorganic Anion Transport (GO:0015698),8,2300,34,0.1225393506996726,CLCN6;CLIC5;FXYD1;MFSD5;SLC25A14;SLC26A6;SLC34A2;SLC5A5,0.9999999989852337
GO_BP_2025,up,Chordate Embryonic Development (GO:0043009),11,2300,51,0.12802823374306976,BMP7;BRCA1;FUZ;INTU;PCSK5;PKD1;PROX1;SIX4;STIL;SULF1;WNT7B,0.9999999989852337
GO_BP_2025,up,Multivesicular Body Assembly (GO:0036258),7,2300,29,0.12930786938826752,CHMP5;MVB12B;PDCD6IP;RAB11A;TSG101;VPS25;VPS37D,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Axonogenesis (GO:0050772),7,2300,29,0.12930786938826752,BDNF;FYCO1;MAP6;NTN1;NTRK2;PLXNB1;PLXNB2,0.9999999989852337
GO_BP_2025,up,Regulation of Spindle Assembly (GO:0090169),7,2300,29,0.12930786938826752,CHMP5;EML3;GPSM2;PDCD6IP;PLK1;RIPOR2;STIL,0.9999999989852337
GO_BP_2025,up,Carbohydrate Derivative Biosynthetic Process (GO:1901137),9,2300,40,0.1307206865852692,B4GALT5;GCNT1;LARGE1;RRM2;RRM2B;SRD5A3;ST3GAL2;TKT;TPI1,0.9999999989852337
GO_BP_2025,up,post-Golgi Vesicle-Mediated Transport (GO:0006892),12,2300,57,0.13225283225039688,AP1G2;AP2A1;AP4M1;ARL3;GGA3;LLGL2;NUDT19;OSBPL5;RABIF;SCAMP2;SORL1;VPS52,0.9999999989852337
GO_BP_2025,up,Epithelial Tube Morphogenesis (GO:0060562),6,2300,24,0.13572860753257976,MEGF8;MESP1;MTSS1;PKD1;PRKX;RASIP1,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Protein Localization to Membrane (GO:1905476),6,2300,24,0.13572860753257976,BCL2L1;CLTC;GDI1;KCNE1;LZTFL1;MRAP2,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Small GTPase Mediated Signal Transduction (GO:0051058),10,2300,46,0.13696215354122315,CCDC125;GMIP;ITGA3;RASAL3;RASIP1;RIPOR2;SCAI;STMN3;SYNGAP1;TGFB2,0.9999999989852337
GO_BP_2025,up,Glycerophospholipid Catabolic Process (GO:0046475),5,2300,19,0.14105172900843044,ABHD12B;GDPD3;PLA2G10;PNPLA6;PRDX5,0.9999999989852337
GO_BP_2025,up,Regulation of Calcium Ion-Dependent Exocytosis (GO:0017158),5,2300,19,0.14105172900843044,BAIAP3;DOC2A;DOC2B;SYT17;SYT8,0.9999999989852337
GO_BP_2025,up,acetyl-CoA Metabolic Process (GO:0006084),4,2300,14,0.14354440955238482,MLYCD;MVK;NUDT7;NUDT8,0.9999999989852337
GO_BP_2025,up,Acylglycerol Catabolic Process (GO:0046464),4,2300,14,0.14354440955238482,ABHD12B;ABHD2;ABHD6;LYPLA2,0.9999999989852337
GO_BP_2025,up,Coenzyme A Metabolic Process (GO:0015936),4,2300,14,0.14354440955238482,COASY;NUDT19;NUDT7;NUDT8,0.9999999989852337
GO_BP_2025,up,Melanosome Transport (GO:0032402),4,2300,14,0.14354440955238482,BBS2;BBS5;MREG;RAB11A,0.9999999989852337
GO_BP_2025,up,Peptidyl-Glutamic Acid Modification (GO:0018200),4,2300,14,0.14354440955238482,CFAP20;NAA80;TTLL10;TTLL6,0.9999999989852337
GO_BP_2025,up,Pigment Granule Transport (GO:0051904),4,2300,14,0.14354440955238482,BBS2;BBS5;MREG;RAB11A,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Cell Adhesion Mediated by Integrin (GO:0033630),4,2300,14,0.14354440955238482,CIB1;NCKAP1L;SYK;TGFB2,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Telomere Maintenance in Response to DNA Damage (GO:1904507),4,2300,14,0.14354440955238482,ACTR8;RUVBL1;RUVBL2;TFPT,0.9999999989852337
GO_BP_2025,up,Regulation of Telomere Maintenance in Response to DNA Damage (GO:1904505),4,2300,14,0.14354440955238482,ACTR8;RUVBL1;RUVBL2;TFPT,0.9999999989852337
GO_BP_2025,up,Organophosphate Metabolic Process (GO:0019637),12,2300,58,0.14543117327897362,AGPAT1;GPX4;INPP4A;INPP4B;MOCOS;NUDT14;NUDT5;PFKFB4;PFKM;PLB1;PLCB2;PPIP5K1,0.9999999989852337
GO_BP_2025,up,Double-Strand Break Repair (GO:0006302),30,2300,166,0.1476692878774617,ACTR8;ARTN;ASTE1;BRCA1;CIB1;DCLRE1A;ERCC4;PLK1;PNKP;PPP4C;PPP5C;RAD51AP1;RAD51D;RAD54B;REC8;RECQL5;RFWD3;RMI1;RMI2;RPA3;SAMHD1;SEM1;SWSAP1;TRIP13;UBE2V2;UHRF1;XRCC1;XRCC3;XRCC4;ZMYND8,0.9999999989852337
GO_BP_2025,up,Multivesicular Body Organization (GO:0036257),7,2300,30,0.1482125695361594,CHMP5;MVB12B;PDCD6IP;RAB11A;TSG101;VPS25;VPS37D,0.9999999989852337
GO_BP_2025,up,Regulation of Protein Polymerization (GO:0032271),7,2300,30,0.1482125695361594,ARHGAP28;COTL1;MAPRE3;PFN2;PRUNE1;SYNGAP1;TPPP3,0.9999999989852337
GO_BP_2025,up,Establishment of Protein Localization to Membrane (GO:0090150),13,2300,64,0.14824342339592986,ARL6;ICMT;NCF1;PEX16;PEX19;RAB11A;REEP1;RTP4;VPS37D;ZDHHC1;ZDHHC20;ZDHHC24;ZDHHC7,0.9999999989852337
GO_BP_2025,up,Glycerophospholipid Metabolic Process (GO:0006650),10,2300,47,0.15211004027925445,ABHD6;ACP6;GDPD3;PGP;PLA2G10;PLCB2;PLCE1;PLCG2;PNPLA6;PRDX5,0.9999999989852337
GO_BP_2025,up,Establishment of Protein Localization to Organelle (GO:0072594),16,2300,82,0.15306485554766433,APPL2;FAM53B;HEATR3;IFT122;IPO11;IPO13;IPO9;NEURL1B;NUP133;NUP50;NUP93;PEX19;RAB11A;RPAIN;SYK;TSPAN17,0.9999999989852337
GO_BP_2025,up,DNA Synthesis Involved in DNA Repair (GO:0000731),6,2300,25,0.15738087694851327,DTL;FAAP20;PCNA;POLD3;POLI;RRM2B,0.9999999989852337
GO_BP_2025,up,Arachidonate Metabolic Process (GO:0019369),6,2300,25,0.15738087694851327,ABHD6;ALOX5;CYP2S1;GPX4;PLA2G10;PTGS1,0.9999999989852337
GO_BP_2025,up,Heart Looping (GO:0001947),6,2300,25,0.15738087694851327,BBS5;CCDC39;CCDC40;DNAAF1;MESP1;STIL,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Notch Signaling Pathway (GO:0045746),6,2300,25,0.15738087694851327,ARRB1;HEY2;HIF1AN;NEURL1;OVOL2;RITA1,0.9999999989852337
GO_BP_2025,up,Peroxisome Organization (GO:0007031),6,2300,25,0.15738087694851327,ACOT8;PEX11G;PEX16;PEX19;PEX6;ZNF260,0.9999999989852337
GO_BP_2025,up,Regulation of Centrosome Duplication (GO:0010824),6,2300,25,0.15738087694851327,CEP120;CHMP5;PDCD6IP;STIL;TMEM67;XRCC3,0.9999999989852337
GO_BP_2025,up,Type I Interferon-Mediated Signaling Pathway (GO:0060337),6,2300,25,0.15738087694851327,IFI27;IFITM2;IFITM3;OAS1;OAS2;OAS3,0.9999999989852337
GO_BP_2025,up,Replication Fork Processing (GO:0031297),9,2300,42,0.1634380806074232,BRCA1;CARM1;CENPS-CORT;FAM111A;PCNA;RFWD3;SAMHD1;TRAIP;ZRANB3,0.9999999989852337
GO_BP_2025,up,Protein O-linked Glycosylation (GO:0006493),15,2300,77,0.1642295927267318,B3GALT6;B3GNT2;B4GALT5;CHST4;FUT3;GALNT12;GALNT14;GALNT18;GCNT1;LARGE1;ST3GAL2;TMTC2;TMTC3;TRAK1;XXYLT1,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Amide Metabolic Process (GO:0034249),5,2300,20,0.1663248312338763,GGA3;IGF1;NTRK2;PGK1;SORL1,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Leukocyte Migration (GO:0002687),5,2300,20,0.1663248312338763,ADAM8;AIF1;EDN2;NCKAP1L;TNFRSF18,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Reproductive Process (GO:2000243),5,2300,20,0.1663248312338763,CFAP69;CIB1;INHBB;PLA2G10;TACR1,0.9999999989852337
GO_BP_2025,up,Regulation of Plasma Membrane Bounded Cell Projection Organization (GO:0120035),5,2300,20,0.1663248312338763,CAMK1D;EFHC2;FBXO7;ULK4;VPS35,0.9999999989852337
GO_BP_2025,up,Striated Muscle Tissue Development (GO:0014706),5,2300,20,0.1663248312338763,BMP7;MYL6;SIX4;VRK3;ZBTB18,0.9999999989852337
GO_BP_2025,up,Inorganic Anion Transmembrane Transport (GO:0098661),10,2300,48,0.16805922279444643,APOL1;GABRB2;GABRE;GABRP;RACGAP1;SLC12A4;SLC26A6;SLC37A1;SLC4A8;SLC5A5,0.9999999989852337
GO_BP_2025,up,Purine Ribonucleotide Metabolic Process (GO:0009150),10,2300,48,0.16805922279444643,AK3;AMPD3;BAD;BPNT1;CTNS;EFL1;FIGNL1;GMPR2;NADK;TPST1,0.9999999989852337
GO_BP_2025,up,Gonad Development (GO:0008406),7,2300,31,0.16832832329391487,AKR1C3;BASP1;MEA1;SIX4;SRD5A2;TGFB2;WNT4,0.9999999989852337
GO_BP_2025,up,Regulation of Type I Interferon-Mediated Signaling Pathway (GO:0060338),7,2300,31,0.16832832329391487,EIF4E2;OAS1;OAS3;PTPN6;SAMHD1;TRIM56;USP18,0.9999999989852337
GO_BP_2025,up,Secondary Alcohol Metabolic Process (GO:1902652),7,2300,31,0.16832832329391487,ABCA5;ABCG1;IDH3G;OSBPL5;SCAP;SQLE;STARD3,0.9999999989852337
GO_BP_2025,up,Attachment of Mitotic Spindle Microtubules to Kinetochore (GO:0051315),4,2300,15,0.17392266262737222,CDT1;NUF2;SKA2;SKA3,0.9999999989852337
GO_BP_2025,up,Establishment of Melanosome Localization (GO:0032401),4,2300,15,0.17392266262737222,BBS2;BBS5;MREG;RAB11A,0.9999999989852337
GO_BP_2025,up,Immune Response-Activating Cell Surface Receptor Signaling Pathway (GO:0002429),4,2300,15,0.17392266262737222,C5AR1;CD19;FCER1G;FPR3,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Amyloid-Beta Formation (GO:1902430),4,2300,15,0.17392266262737222,GGA3;IGF1;NTRK2;SORL1,0.9999999989852337
GO_BP_2025,up,Nucleotide Biosynthetic Process (GO:0009165),4,2300,15,0.17392266262737222,COASY;NMNAT1;RRM2;RRM2B,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Dendritic Spine Development (GO:0060999),4,2300,15,0.17392266262737222,CAPRIN1;FOXO6;LRP8;NEURL1,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Mitotic Sister Chromatid Separation (GO:1901970),4,2300,15,0.17392266262737222,CDC16;CDC20;DLGAP5;UBE2C,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Smoothened Signaling Pathway (GO:0045880),4,2300,15,0.17392266262737222,GAS8;RAB34;STK36;TEDC1,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Ubiquitin-Protein Transferase Activity (GO:0051443),4,2300,15,0.17392266262737222,CDC20;PLK1;UBE2C;UBE2L3,0.9999999989852337
GO_BP_2025,up,Prostanoid Biosynthetic Process (GO:0046457),4,2300,15,0.17392266262737222,CBR1;EDN2;PTGES;PTGS1,0.9999999989852337
GO_BP_2025,up,Prot Transport to Vacuole Inv in Ub-dep Prot Cat Proc via Multivsiclr Bdy Sorting Pway (GO:0043328),4,2300,15,0.17392266262737222,MVB12B;TSG101;VPS25;VPS37D,0.9999999989852337
GO_BP_2025,up,Erythrocyte Development (GO:0048821),3,2300,10,0.1769400845321647,ALAS1;HEATR3;NCKAP1L,0.9999999989852337
GO_BP_2025,up,Hydrogen Peroxide Catabolic Process (GO:0042744),3,2300,10,0.1769400845321647,PRDX1;PRDX5;PXDN,0.9999999989852337
GO_BP_2025,up,Mitotic DNA Replication (GO:1902969),3,2300,10,0.1769400845321647,GINS1;RECQL5;TK1,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Receptor Internalization (GO:0002091),3,2300,10,0.1769400845321647,ANKRD13D;UBQLN2;WDR54,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Reproductive Process (GO:2000242),3,2300,10,0.1769400845321647,EPPIN;IGF1;SULF1,0.9999999989852337
GO_BP_2025,up,Pharyngeal System Development (GO:0060037),3,2300,10,0.1769400845321647,BMP7;SIX4;TGFB2,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Adenylate Cyclase Activity (GO:0045762),3,2300,10,0.1769400845321647,CACNA1D;GIPR;TMPRSS4,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Attachment of Spindle Microtubules to Kinetochore (GO:0051987),3,2300,10,0.1769400845321647,BECN1;CCNB1;RCC2,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Heterotypic Cell-Cell Adhesion (GO:0034116),3,2300,10,0.1769400845321647,BMP7;CEACAM6;IL10,0.9999999989852337
GO_BP_2025,up,Protein Hydroxylation (GO:0018126),3,2300,10,0.1769400845321647,JMJD4;P3H1;VIPAS39,0.9999999989852337
GO_BP_2025,up,Regulation of Gastrulation (GO:0010470),3,2300,10,0.1769400845321647,DAG1;OTX2;TENM4,0.9999999989852337
GO_BP_2025,up,Regulation of Neurotransmitter Receptor Activity (GO:0099601),3,2300,10,0.1769400845321647,CNIH2;CNIH3;PSCA,0.9999999989852337
GO_BP_2025,up,Toll-Like Receptor 3 Signaling Pathway (GO:0034138),3,2300,10,0.1769400845321647,OAS1;TLR3;UNC93B1,0.9999999989852337
GO_BP_2025,up,Ubiquitin-Dependent Protein Catabolic Process via the C-end Degron Rule Pathway (GO:0140627),3,2300,10,0.1769400845321647,KLHDC10;KLHDC3;RBX1,0.9999999989852337
GO_BP_2025,up,Xenobiotic Transport (GO:0042908),3,2300,10,0.1769400845321647,ABCC1;SLC22A4;SLC29A4,0.9999999989852337
GO_BP_2025,up,Positive Regulation of DNA Repair (GO:0045739),16,2300,84,0.17723083342386634,ACTR8;ARID1A;ARTN;BCL7A;BRCA1;EYA4;FOXM1;MGMT;PCNA;RUVBL1;RUVBL2;SPIRE2;TFPT;UBE2V2;WRAP53;ZCWPW1,0.9999999989852337
GO_BP_2025,up,Actin Filament Bundle Assembly (GO:0051017),6,2300,26,0.1804197621911807,AIF1;BAIAP2;DPYSL3;ESPN;PLS1;RHOD,0.9999999989852337
GO_BP_2025,up,Anterior/Posterior Pattern Specification (GO:0009952),6,2300,26,0.1804197621911807,BASP1;HES2;HES6;HEY2;PCSK5;TBX18,0.9999999989852337
GO_BP_2025,up,Cytoplasmic Pattern Recognition Receptor Signaling Pathway (GO:0002753),6,2300,26,0.1804197621911807,BECN1;DDX41;DHX58;MAP2K6;OAS3;RNF135,0.9999999989852337
GO_BP_2025,up,Extracellular Matrix Disassembly (GO:0022617),6,2300,26,0.1804197621911807,ADAM8;CTSK;GSN;KIF9;MMP15;TPSAB1,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Catalytic Activity (GO:0043085),6,2300,26,0.1804197621911807,AZIN2;CIB1;MAPK14;MSH3;UHRF1;XRCC4,0.9999999989852337
GO_BP_2025,up,Regulation of Double-Strand Break Repair via Nonhomologous End Joining (GO:2001032),6,2300,26,0.1804197621911807,HMGA2;KMT5C;PNKP;POT1;USP51;WRAP53,0.9999999989852337
GO_BP_2025,up,Defense Response to Virus (GO:0051607),29,2300,164,0.1828357877478298,APOBEC3D;APOBEC3G;AZIN2;AZU1;BCL2L1;BST2;DHX58;DUS2;GPNMB;IFI27;IFIT1;IFITM2;IFITM3;OAS1;OAS2;OAS3;PLA2G10;RNF135;RTP4;SAMHD1;SLFN13;TLR3;TRIM13;TRIM31;TRIM32;TRIM56;TRIM7;USP18;ZDHHC1,0.9999999989852337
GO_BP_2025,up,Proteolysis (GO:0006508),37,2300,214,0.18395076232838375,ACD;ADAM8;AZU1;BPNT1;CAPN10;CAPN13;CAPN14;CAPN5;CAPN9;CAPNS1;CASP2;CASP7;CNDP2;CTSK;DPP8;F12;FAM111A;FBXO2;KCTD11;LRP8;MMP15;NPEPL1;PCOLCE;PCSK4;PCSK5;PHEX;PRSS3;PSEN2;PSENEN;PSMB5;RNPEP;SPPL2B;SVBP;TMPRSS4;TPSAB1;TPSB2;XPNPEP1,0.9999999989852337
GO_BP_2025,up,Interferon-Mediated Signaling Pathway (GO:0140888),7,2300,32,0.18956123611789505,HCK;IFI27;IFITM2;IFITM3;OAS1;OAS2;OAS3,0.9999999989852337
GO_BP_2025,up,Primary Alcohol Metabolic Process (GO:0034308),7,2300,32,0.18956123611789505,AKR1B1;AKR1C3;DHRS3;DHRS9;GDPD3;IGF1;RDH10,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Lipid Biosynthetic Process (GO:0051055),5,2300,21,0.19321590353696416,AKR1C3;BRCA1;PRMT3;WDTC1;WNT4,0.9999999989852337
GO_BP_2025,up,Negative Regulation of Neurogenesis (GO:0050768),5,2300,21,0.19321590353696416,DYNLT1;EFNB3;FYCO1;GDI1;SORL1,0.9999999989852337
GO_BP_2025,up,Nucleoside Phosphate Metabolic Process (GO:0006753),5,2300,21,0.19321590353696416,ACOT4;ACOT8;MLYCD;NUDT14;NUDT5,0.9999999989852337
GO_BP_2025,up,Positive Regulation of Filopodium Assembly (GO:0051491),5,2300,21,0.19321590353696416,ARAP1;DPYSL3;MYO3A;NEURL1;RIPOR2,0.9999999989852337
GO_BP_2025,up,Regulation of Mitotic Spindle Assembly (GO:1901673),5,2300,21,0.19321590353696416,CHMP5;EML3;PDCD6IP;PLK1;RIPOR2,0.9999999989852337
GO_BP_2025,up,Regulation of Neutrophil Chemotaxis (GO:0090022),5,2300,21,0.19321590353696416,CAMK1D;MOSPD2;NCKAP1L;RAC2;RIPOR2,0.9999999989852337
GO_BP_2025,up,Protein Monoubiquitination (GO:0006513),8,2300,38,0.1956139455685379,DTL;NEURL1;RBX1;RNF220;TRIM37;TRIM56;UBE2T;UBE3D,0.9999999989852337
GO_BP_2025,up,Fatty Acid Catabolic Process (GO:0009062),11,2300,56,0.20374856194463184,ABHD2;ACAD10;ACAD11;ACBD5;ACOT8;BDH2;EHHADH;MCAT;NUDT19;NUDT7;NUDT8,0.9999999989852337
GO_BP_2025,up,Telomere Maintenance (GO:0000723),12,2300,62,0.20454557860202524,ACTR8;ARTN;ERCC4;POT1;RAD51D;RPA3;RUVBL1;RUVBL2;STN1;TFPT;XRCC3;ZBTB48,0.9999999989852337
GO_BP_2025,up,Development of Primary Male Sexual Characteristics (GO:0046546),6,2300,27,0.20470031768721436,AKR1C3;MEA1;SIX4;SRD5A2;TGFB2;WNT4,0.9999999989852337
GO_BP_2025,up,Liver Development (GO:0001889),6,2300,27,0.20470031768721436,CCDC39;CCDC40;DNAAF1;E2F7;PROX1;WNT4,0.9999999989852337
GO_BP_2025,up,Male Gonad Development (GO:0008584),6,2300,27,0.20470031768721436,AKR1C3;MEA1;SIX4;SRD5A2;TGFB2;WNT4,0.9999999989852337
GO_BP_2025,up,Primary Neural Tube Formation (GO:0014020),6,2300,27,0.20470031768721436,FUZ;IFT122;MTHFD1L;PLXNB2;STIL;TGFB2,0.9999999989852337
GO_BP_2025,up,Purine Ribonucleoside Triphosphate Metabolic Process (GO:0009205),6,2300,27,0.20470031768721436,AK3;BAD;CTNS;EFL1;FIGNL1;NADK,0.9999999989852337
GO_BP_2025,up,Tube Closure (GO:0060606),6,2300,27,0.20470031768721436,FUZ;IFT122;MTHFD1L;PLXNB2;STIL;TGFB2,0.9999999989852337
