dataset,donor,disease,tissue,subtype,n_cells,n_secretory_candidates,median_ig_fraction,n_classified_secretory,proportion_of_candidates,proportion_of_classified,proportion,classification_coverage,logit_candidate_fraction
GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Inflammatory_secretory,1322,5192,0.0,5192,0.2546224961479199,0.2546224961479199,0.2546224961479199,1.0,-1.0738598129123136
GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Mucous_glandular,5,5192,6.629101756711965e-05,5192,0.0009630200308166,0.0009630200308166,0.0009630200308166,1.0,-6.849259072300528
GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Serous_glandular,810,5192,0.0,5192,0.1560092449922958,0.1560092449922958,0.1560092449922958,1.0,-1.6877232756196587
GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Surface_club,3,5192,0.0004675081813931,5192,0.0005778120184899,0.0005778120184899,0.0005778120184899,1.0,-7.301629663909976
GSE276503,CRSNP38,CRSwNP,Nasal_polyp,Transitional_secretory,2765,5192,0.0,5192,0.5325500770416025,0.5325500770416025,0.5325500770416025,1.0,0.13035952926925262
GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Ambiguous_secretory,48,1144,0.0003829574806006,1143,0.0419580419580419,0.0419947506561679,0.0419947506561679,0.9991258741258742,-3.1183147699145053
GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Goblet,17,1144,0.0006601749463607,1143,0.0148601398601398,0.0148731408573928,0.0148731408573928,0.9991258741258742,-4.165557190447365
GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Inflammatory_secretory,115,1144,0.0003768465480856,1143,0.1005244755244755,0.1006124234470691,0.1006124234470691,0.9991258741258742,-2.187557996505996
GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Mucous_glandular,0,1144,,1143,0.0,0.0,0.0,0.9991258741258742,-7.735870319952567
GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Serous_glandular,113,1144,0.0004486316733961,1143,0.0987762237762237,0.0988626421697287,0.0988626421697287,0.9991258741258742,-2.206966495589849
GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Surface_club,4,1144,0.000459751872411,1143,0.0034965034965034,0.0034995625546806,0.0034995625546806,0.9991258741258742,-5.5351446449481685
GSE276503,CRSNP39,CRSwNP,Nasal_polyp,Transitional_secretory,846,1144,0.0004082966302024,1143,0.7395104895104895,0.7401574803149606,0.7401574803149606,0.9991258741258742,1.0423402687405334
GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Ambiguous_secretory,64,1180,0.0003117469769571,1175,0.0542372881355932,0.0544680851063829,0.0544680851063829,0.9957627118644068,-2.851288847478486
GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Goblet,24,1180,0.00014160678733,1175,0.0203389830508474,0.0204255319148936,0.0204255319148936,0.9957627118644068,-3.8544803641208127
GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Inflammatory_secretory,107,1180,0.0002747781166707,1175,0.0906779661016949,0.091063829787234,0.091063829787234,0.9957627118644068,-2.301188769751118
GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Mucous_glandular,2,1180,0.0005339429804957,1175,0.0016949152542372,0.0017021276595744,0.0017021276595744,0.9957627118644068,-6.155706990502031
GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Serous_glandular,127,1180,0.0003015226895823,1175,0.1076271186440677,0.1080851063829787,0.1080851063829787,0.9957627118644068,-2.111756868645763
GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Surface_club,1,1180,0.0010607265977194,1175,0.0008474576271186,0.0008510638297872,0.0008510638297872,0.9957627118644068,-6.667380790739565
GSE276503,CRSNP40,CRSwNP,Nasal_polyp,Transitional_secretory,850,1180,0.0002722131761136,1175,0.7203389830508474,0.723404255319149,0.723404255319149,0.9957627118644068,0.9452177525441756
GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Ambiguous_secretory,234,2753,0.0003362000856747,2750,0.0849981837994914,0.085090909090909,0.085090909090909,0.9989102796948783,-2.3743601602343185
GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Goblet,9,2753,0.0013831258644536,2750,0.003269160915365,0.0032727272727272,0.0032727272727272,0.9989102796948783,-5.666062389383449
GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Inflammatory_secretory,500,2753,0.0002973393499122,2750,0.1816200508536142,0.1818181818181818,0.1818181818181818,0.9989102796948783,-1.5046322433754278
GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Mucous_glandular,2,2753,0.0011314702181911,2750,0.0007264802034144,0.0007272727272727,0.0007272727272727,0.9989102796948783,-7.003610764625658
GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Serous_glandular,497,2753,0.0003311532411623,2750,0.1805303305484925,0.1807272727272727,0.1807272727272727,0.9989102796948783,-1.5119746626684083
GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Surface_club,2,2753,0.0008077936553245,2750,0.0007264802034144,0.0007272727272727,0.0007272727272727,0.9989102796948783,-7.003610764625658
GSE276503,CRSNP41,CRSwNP,Nasal_polyp,Transitional_secretory,1506,2753,0.0003328341078147,2750,0.5470395931710861,0.5476363636363636,0.5476363636363636,0.9989102796948783,0.18864753094468217
GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Ambiguous_secretory,270,3055,0.0002769508795409,3051,0.088379705400982,0.0884955752212389,0.0884955752212389,0.9986906710310965,-2.3319105711743338
GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Goblet,4,3055,0.0006263862681534,3051,0.0013093289689034,0.0013110455588331,0.0013110455588331,0.9986906710310965,-6.519311155208276
GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Inflammatory_secretory,518,3055,0.0002631511642652,3051,0.169558101472995,0.1697803998688954,0.1697803998688954,0.9986906710310965,-1.5879945956804606
GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Mucous_glandular,3,3055,0.0002912055911473,3051,0.0009819967266775,0.0009832841691248,0.0009832841691248,0.9986906710310965,-6.770953237489492
GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Serous_glandular,531,3055,0.0002911571416687,3051,0.1738134206219312,0.1740412979351032,0.1740412979351032,0.9986906710310965,-1.5580951045169678
GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Surface_club,7,3055,0.0002863278453829,3051,0.002291325695581,0.002294329727958,0.002294329727958,0.9986906710310965,-6.007501924805606
GSE276503,CRSNP42,CRSwNP,Nasal_polyp,Transitional_secretory,1718,3055,0.0002724300852667,3051,0.5623567921440262,0.5630940675188463,0.5630940675188463,0.9986906710310965,0.2506496175197268
GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Ambiguous_secretory,64,1690,0.001408762119421,1688,0.0378698224852071,0.0379146919431279,0.0379146919431279,0.9988165680473373,-3.2275205221116794
GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Goblet,15,1690,0.0014993244801792,1688,0.0088757396449704,0.0088862559241706,0.0088862559241706,0.9988165680473373,-4.683026883252165
GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Inflammatory_secretory,30,1690,0.0012697500832579,1688,0.0177514792899408,0.0177725118483412,0.0177725118483412,0.9988165680473373,-3.9971473572034353
GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Mucous_glandular,1,1690,0.0012875536480686,1688,0.0005917159763313,0.0005924170616113,0.0005924170616113,0.9988165680473373,-7.02672279804618
GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Serous_glandular,557,1690,0.0014332123065163,1688,0.329585798816568,0.3299763033175355,0.3299763033175355,0.9988165680473373,-0.7096029666133099
GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Surface_club,9,1690,0.0016363264471262,1688,0.0053254437869822,0.0053317535545023,0.0053317535545023,0.9988165680473373,-5.176149732573829
GSE276503,CRSNP43,CRSwNP,Nasal_polyp,Transitional_secretory,1012,1690,0.0012552289003192,1688,0.5988165680473373,0.5995260663507109,0.5995260663507109,0.9988165680473373,0.40029331970577053
GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Ambiguous_secretory,64,1558,0.0014276016032973,1557,0.0410783055198973,0.0411046885035324,0.0411046885035324,0.9993581514762516,-3.142881757922266
GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Goblet,2,1558,0.0018538327765892,1557,0.0012836970474967,0.0012845215157353,0.0012845215157353,0.9993581514762516,-6.433904258007508
GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Inflammatory_secretory,20,1558,0.0012551562856658,1557,0.0128369704749679,0.0128452151573538,0.0128452151573538,0.9993581514762516,-4.318138308617734
GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Mucous_glandular,1,1558,0.0027247956403269,1557,0.0006418485237483,0.0006422607578676,0.0006422607578676,0.9993581514762516,-6.945372142553444
GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Serous_glandular,508,1558,0.0012871345721387,1557,0.3260590500641848,0.3262684649967887,0.3262684649967887,0.9993581514762516,-0.7255563047964405
GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Surface_club,1,1558,0.0013807179733461,1557,0.0006418485237483,0.0006422607578676,0.0006422607578676,0.9993581514762516,-6.945372142553444
GSE276503,CRSNP44,CRSwNP,Nasal_polyp,Transitional_secretory,961,1558,0.0011064075428131,1557,0.616816431322208,0.6172125883108542,0.6172125883108542,0.9993581514762516,0.47574028122316847
GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Ambiguous_secretory,68,1469,0.0011105780815917,1469,0.046289993192648,0.046289993192648,0.046289993192648,1.0,-3.0184646253366636
GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Goblet,4,1469,0.0043082414603289,1469,0.0027229407760381,0.0027229407760381,0.0027229407760381,1.0,-5.785874363374673
GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Inflammatory_secretory,30,1469,0.0010149089491298,1469,0.0204220558202859,0.0204220558202859,0.0204220558202859,1.0,-3.8543244264388647
GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Mucous_glandular,0,1469,,1469,0.0,0.0,0.0,1.0,-7.985824666418917
GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Serous_glandular,537,1469,0.0011719894520949,1469,0.3655547991831178,0.3655547991831178,0.3655547991831178,1.0,-0.5509403915161526
GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Surface_club,5,1469,0.0017262213015708,1469,0.0034036759700476,0.0034036759700476,0.0034036759700476,1.0,-5.584521074029363
GSE276503,CRSNP45,CRSwNP,Nasal_polyp,Transitional_secretory,825,1469,0.0009411553802715,1469,0.5616065350578625,0.5616065350578625,0.5616065350578625,1.0,0.24751444098094078
GSE276503,HCIT01,Healthy,Inferior_turbinate,Ambiguous_secretory,148,3122,0.0,3122,0.0474055092889173,0.0474055092889173,0.0474055092889173,1.0,-2.997246278385206
GSE276503,HCIT01,Healthy,Inferior_turbinate,Goblet,5,3122,0.0,3122,0.0016015374759769,0.0016015374759769,0.0016015374759769,1.0,-6.340038585315766
GSE276503,HCIT01,Healthy,Inferior_turbinate,Inflammatory_secretory,25,3122,0.0,3122,0.0080076873798846,0.0080076873798846,0.0080076873798846,1.0,-4.7996721613389175
GSE276503,HCIT01,Healthy,Inferior_turbinate,Mucous_glandular,34,3122,0.0,3122,0.0108904548366431,0.0108904548366431,0.0108904548366431,1.0,-4.4944814910986395
GSE276503,HCIT01,Healthy,Inferior_turbinate,Serous_glandular,2441,3122,0.0,3122,0.7818705957719411,0.7818705957719411,0.7818705957719411,1.0,1.2760716323651276
GSE276503,HCIT01,Healthy,Inferior_turbinate,Surface_club,27,3122,0.0,3122,0.0086483023702754,0.0086483023702754,0.0086483023702754,1.0,-4.723518718286761
GSE276503,HCIT01,Healthy,Inferior_turbinate,Transitional_secretory,442,3122,2.7684463078370644e-05,3122,0.1415759128763613,0.1415759128763613,0.1415759128763613,1.0,-1.801318158819608
GSE276503,HCIT02,Healthy,Inferior_turbinate,Ambiguous_secretory,142,2829,2.8499836622647143e-05,2829,0.0501944149876281,0.0501944149876281,0.0501944149876281,1.0,-2.937024672727213
GSE276503,HCIT02,Healthy,Inferior_turbinate,Goblet,46,2829,3.977063497591891e-05,2829,0.016260162601626,0.016260162601626,0.016260162601626,1.0,-4.092012095030252
GSE276503,HCIT02,Healthy,Inferior_turbinate,Inflammatory_secretory,37,2829,0.0,2829,0.0130788264404383,0.0130788264404383,0.0130788264404383,1.0,-4.31035159796699
GSE276503,HCIT02,Healthy,Inferior_turbinate,Mucous_glandular,42,2829,0.0,2829,0.0148462354188759,0.0148462354188759,0.0148462354188759,1.0,-4.183396339838003
GSE276503,HCIT02,Healthy,Inferior_turbinate,Serous_glandular,2070,2829,0.0,2829,0.7317073170731707,0.7317073170731707,0.7317073170731707,1.0,1.0028850809497944
GSE276503,HCIT02,Healthy,Inferior_turbinate,Surface_club,33,2829,2.703287197231834e-05,2829,0.0116648992576882,0.0116648992576882,0.0116648992576882,1.0,-4.424578475430622
GSE276503,HCIT02,Healthy,Inferior_turbinate,Transitional_secretory,459,2829,3.1427763286086926e-05,2829,0.1622481442205726,0.1622481442205726,0.1622481442205726,1.0,-1.6407172405464312
