source,target,cor_discovery,cor_validation,is_consensus,consensus_weight
CHRM1,KIRREL3,0.5994186945041052,0.48921014044756933,True,0.5415179625139428
CHRM1,PIP,0.8103456155180094,0.4415453266073795,True,0.598167467745244
CHRM1,HP,0.6881862801116108,0.4823412900779653,True,0.576142914703453
CHRM1,HID1,0.7442664839633879,0.3867590736478348,True,0.536518234438319
CHRM1,LINC01554,0.6682043808313818,0.6679394004468344,True,0.6680718775015615
CHRM1,SERP1,0.6299326849343773,0.4958054384589953,True,0.5588595986950041
CHRM1,ID4,0.6651297637782253,0.4605474805205429,True,0.5534652987561962
CHRM1,CES3,0.7057781932483567,0.5605340647916269,True,0.6289775190758345
CHRM1,GNPTAB,0.6080516129144451,0.39837309602442467,True,0.49217009618563023
CHRM1,PKDCC,0.6174390923006128,0.48098270127421183,True,0.5449564409079373
CHRM1,OXGR1,0.7159473752756892,0.7320234780814617,True,0.7239408040527924
CHRM1,BHLHA15,0.6648804051919563,0.561563720232032,True,0.6110423175599018
CHRM1,TNFRSF11A,0.6706105014092791,0.6122824746509212,True,0.6407831593681037
